ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-244540,2025-08-27 08:22,2025-08-27 10:45,2025-08-27 05:36,resolved,email,C100176,VR909463,VA-EB-PL2,Returns & Refunds,High,Returns Desk,A3038,,4,,,N,"hey
nobody came for the pickup
urgent","1. Pickup not done
2. chk pickup AWB
3. Pickup rescheduled for 30 Aug (SOP 2.7) [closed]",legacy_fd
TK-244541,2025-08-27 09:22,2025-08-27 11:42,2025-08-27 06:41,resolved,voice,C107140,VR898860,VA-EB-PL1,Connectivity,Normal,Voice Frontline,A3032,,,,,Y,i bought pulse earbuds on july 26. the sound stutters whenever my phone is in my pocket. i turned off wifi. i want a replacement. please revert lakshmi kumar,bt dropouts | adv to test in different location -> new unit shipped under doa | xfer billing [closed],legacy_fd
TK-244542,2025-08-27 10:07,2025-08-27 11:52,,open,email,C100740,,VA-EB-AIR,Billing & Payments,High,Billing,A3033,,,153,DUP-PAYMENT,N,Really frustrating. This is regarding the AirLite buds. doouble payment deducted. I already checked with bank. This is the last time I buy from you.,"re: charged twice | conf utrs -> refund approved, rs 153, 5-7 working days //HAR",legacy_fd
TK-244543,2025-08-27 10:41,2025-08-27 10:47,2025-08-29 05:45,resolved,chat,C101254,VR891905,VA-EB-PL2,Returns & Refunds,Low,Returns Desk,A3038,,,3499,RETURN-QC-OK,N,I bought the Pulse 2 earbuds on 17/08.  Pickup scheduled but no one showed up. I called courier. I want a replacement. Rgds Anjali Patel,"1. Pickup not done
2. Re-raised pickup with courier
3. Full rfnd processed (3499) [closed]",legacy_fd
TK-244544,2025-08-27 11:44,2025-08-27 12:28,2025-08-27 07:19,resolved,voice,C109473,VR910000,VA-HP-ST2,Connectivity,Normal,Voice Frontline,A3025,,3,,,N,[IVR transcript] bluetooth keeps cutting out what do i do now?,FW update resolved. Issue: intermittent disconnects. Advised to test in different location.,legacy_fd
TK-244545,2025-08-27 11:49,2025-08-27 15:12,2025-08-27 09:54,resolved,email,C108457,VR907966,VA-HP-ST3,Product Enquiry,Normal,Email Frontline,A3018,,,,,N,"to the vireo customer care team,

i am writing with reference to my order of the strata 3 (vr907966) placed on 09 aug. my dad has an old nokia, will the watch app run. i request you to provide a resolution within 3 working days.

regards,
manish goyal",query answered,legacy_fd
TK-244546,2025-08-27 11:59,2025-08-27 13:48,2025-08-27 08:56,resolved,social,C105180,,VA-EB-PL2,Billing & Payments,Low,Billing,A3033,,3,3499,DUP-PAYMENT,N,payment was deducted but no order was created.  i want a replacement,failed ord after payment | checked pg dashboard for txn -> auto-refund conf within 5-7 days //HAR,legacy_fd
TK-244547,2025-08-27 14:21,2025-08-27 14:23,2025-08-27 09:22,resolved,chat,C109301,VR880955,VA-EB-PL1,Other,Normal,Chat Frontline,A3010,,3,,,N,"sir ji
there is a frying sound in the background of every song
abhi tak kuch nahi hua
pulse earbuds
urgent","Ticket raised for static noise in audio. chk w/ different source. FW update, cx to monitor.",legacy_fd
TK-244548,2025-08-27 15:12,2025-08-27 17:50,2025-08-27 12:36,closed,social,C100954,VR886210,VA-HP-ST3,Product Enquiry,Normal,Chat Frontline,A3011,,,,,N,"hi vireo support, this is regarding my strata 3 headphones. is my strata 3 headphones compatible w/ my tv. kindly look into it.",compatibility query | shared spec sheet -> cx satisfied,legacy_fd
TK-244549,2025-08-27 15:50,2025-08-27 15:53,2025-08-27 10:47,closed,chat,C108612,VR883975,VA-EB-PL2,App & Firmware,Normal,Chat Frontline,A3013,,4,,,N,"Product: my Pulse 2
Order: VR883975
Purchased: Jully 22
Issue: app crashes when I open device settings
Tried: updated phone
Expected: resolution","Cleared cache, resolved. Issue: app crashing. Asked for phone model + OS. //SNE",legacy_fd
TK-244550,2025-08-27 17:09,2025-08-27 23:17,,pending,email,C100723,VR892313,VA-AC-CASE,Billing & Payments,Normal,Billing,A3032,,,1299,DUP-PAYMENT,N,the page failed after I paid & now nothing shows in my account,failed order after payment | chk pg dashboard for txn -> rfnd of rs 1299 initiated to source [closed],legacy_fd
TK-244551,2025-08-27 18:04,2025-08-27 19:54,2025-08-27 15:00,resolved,social,C106212,VR903523,VA-SP-ORB,Connectivity,Normal,Chat Frontline,A3013,,,,,N,"cannot connect teh speaker to wifi, vr903523","2.4GHz worked, resolved. Issue: wifi setup failing. chk app version. //SNE",legacy_fd
TK-244553,2025-08-27 18:25,2025-08-27 18:33,2025-08-27 13:19,resolved,chat,C101336,VR890766,VA-SW-FIT,Billing & Payments,Normal,Billing,A3035,,3,,,N,"HEY, ORDEREED THE FIT BAND LAST WEEK. Need GST invoice for my order. Please call me on my registered number. Thanks & regards,",Cx sas invoice query. Regenerated invoice. GST invoice regenerated and shared. Closing.,legacy_fd
TK-244554,2025-08-27 18:31,2025-08-27 18:36,2025-08-27 13:28,resolved,chat,C107983,VR880575,VA-SW-NX2,Billing & Payments,High,Billing,A3035,,,,,N,"Hi team,
I bought my Nexa 2 watch on 04-08-2025. Invoice not downloading.
I checked orders page. Nothing changed.
Please help.
Thanks in advance, Diya Mehta","1. Invoice not downloading
2. Regenerated invoice
3. GST invoice regenerated and shared",legacy_fd
TK-244555,2025-08-27 21:49,2025-08-28 02:04,2025-08-27 20:49,resolved,email,C108647,VR893464,VA-SP-MINI,App & Firmware,Normal,Email Frontline,A3001,,,,,N,"the Vireo app keeps crashing
VR893464
please advise","cx: app not opening | checked app version -> advised beta build, resolved ~Abhishek",legacy_fd
TK-244556,2025-08-27 22:16,2025-08-27 22:19,2025-08-27 17:01,resolved,chat,C106999,,VA-AC-CASE,Other,Normal,Chat Frontline,A3017,,4,,,N,"hello
i moved houses yesterday and the order is going to the old flat","Cust contacted re wrong pincode. Updated address w/ courier. Already dispatched, advised to redirect w/ courier.",legacy_fd
TK-244557,2025-08-27 22:35,2025-08-27 22:35,2025-08-27 17:33,resolved,chat,C108013,VR889145,VA-EB-PL1,Connectivity,Normal,Chat Frontline,A3001,,,,,N,"hi
pairing is not working
??",closed,legacy_fd
TK-244558,2025-08-28 04:49,2025-08-28 05:45,2025-08-28 00:41,resolved,email,C100525,,VA-EB-PL2,Connectivity,Normal,Email Frontline,A3001,,4,,,N,"sir ji
bluetooth keeps cutting out
a month ago se
the pulse 2 earbuds
urgent","re: bt dropouts | checked interferrence sources -> advised, cx will monitor ~Abhishek",legacy_fd
TK-244559,2025-08-28 06:57,2025-08-29 03:35,2025-08-28 22:20,resolved,email,C108501,,VA-EB-PL2,Billing & Payments,High,Billing,A3033,,,,,N,"hello vireo, got the pulse 2 earbuds from amazon around diwali. cancel order. how do i get this fixed?","re: cancel order | checked shipment status -> already shipped, adv rto/return //HAR",legacy_fd
TK-244560,2025-08-28 07:11,2025-08-28 11:37,2025-08-28 06:27,resolved,email,C103501,,VA-NB-ARC,Charging & Battery,Normal,Email Frontline,A3037,,,,,Y,honestly regretting this purchase. ordered arc neckband around diwali. dies by lunchtime with light use. i already fully charged and discharged twice. refund. now.,"issue: poor battery backup | chk usage pattern w/ cx -> rplc approved, reverse pickup arranged | xfer retunrs desk",legacy_fd
TK-244561,2025-08-28 07:24,2025-08-28 08:32,2025-08-28 03:20,resolved,email,C101019,VR895230,VA-EB-PL1,Connectivity,Normal,Email Frontline,A3019,,4,,,N,Not acceptable at this price. Ordered my Plse last week. the pairing light blinks but nothing ever shows up on my Nothing phone. I already retsarted the phone. Fix this or I am posting on twitter,"advised fw update via app, resolved. issue: device not discoverable. chk phone os version.",legacy_fd
TK-244562,2025-08-28 07:29,2025-08-28 11:26,2025-08-28 06:26,resolved,email,C106421,VR885065,VA-SW-NX2,Connectivity,High,Email Frontline,A3022,,3,,,N,"bought the nexa 2 around 11 feb from vireo.in. pairing is not working.
i restarted the phone. nothing changed.
pathetic experience honestly.
please help.
awaiting response","pairing failure | chk phnoe os version -> reest done, paired ok",legacy_fd
TK-244564,2025-08-28 09:38,2025-08-28 09:44,2025-08-30 04:43,resolved,chat,C103278,VR904455,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3031,,3,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of Pulse2 (VR904455) placed on 17/08. Order not delivered, tracking not updating. I have checked the tracking page daily. I request you to look into this matter at the earliest.

Yours faithfully,
Riya Saxena","crr confirmed delivery for 02 Sep, cx informed. Issue: shipment not rcvd. Raised ticket with crr partner. [closed]",legacy_fd
TK-244565,2025-08-28 11:18,2025-08-28 11:51,2025-08-28 06:35,resolved,social,C100176,VR909463,VA-EB-PL2,Billing & Payments,Normal,Billing,A3032,,,,,N,"hello
need the bill with my firm's gstin on it
my pulse 2",re: invoice query | regenerated invoice -> invoice emailed [closed],legacy_fd
TK-244567,2025-08-28 11:21,2025-08-29 17:45,,pending,email,C103643,,VA-SW-NX1,Warranty & Repair,High,Escalations & Warranty,A3042,,,,,Y,"product: nexa watch
purchased: 29-06-2025
issue: the little metal pin fell out and now it won't stay on my wrist
tried: tried to fix pin
expected: callback","1. strap damage
2. checked warranty eligibility
3. new unit shipped under doa",legacy_fd
TK-244569,2025-08-28 11:39,2025-08-28 13:03,2025-09-05 09:23,resolved,email,C101254,VR891905,VA-EB-PL2,Warranty & Repair,Normal,Escalations & Warranty,A3043,,,,,N,"I bought the Pule 2 earubds on August 17.  No update on my repair. I eailed twice. Nothing changed. Need this sorted this week. Rgds, Anjali Patel","Cx reported warranty claim status. Checkeed QC report. Repair completed, shipped back.",legacy_fd
TK-244570,2025-08-28 11:48,2025-08-28 11:49,2025-08-28 06:38,resolved,chat,C109371,VR896786,VA-EB-AIR,Billing & Payments,High,Billing,A3034,,4,342,DUP-PAYMENT,N,"hello, ordered airlite last month. payment went through but i got no order id. i checked bank statement. this is very disappointing. i want a replacement",refund of rs 342 initiated to source. issue: failed order after payment. chk pg dashboard for txn. ~Megha,legacy_fd
TK-244571,2025-08-28 11:55,2025-08-28 16:50,2025-08-30 11:46,resolved,email,C107173,VR882977,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,,2,525,RETURN-QC-OK,N,"PRODUCT: THE PULSE 2 EARBUDS
PURCHASED: 06/08
ISSUE: NOBODY CAME FOR THE PICKUP
TRIED: CALLED COURIER
EXPECTED: CALLBACK",Refunded Rs 525. Issue: pickup not done. Checked pickup AWB. ~Pranav,legacy_fd
TK-244572,2025-08-28 12:47,2025-08-28 13:01,2025-08-28 08:05,resolved,chat,C101411,VR902092,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3009,,,,,N,"Namaste, Bought Pulse 2 around July 18 from Flipkart.  Mic not working on calls. Please advise. Thanks in advance, Rohan Kaur",Replacement raised. Issue: mic not working on calls. Tested on call w/ cx.,legacy_fd
TK-244573,2025-08-28 12:58,2025-08-28 13:01,2025-08-28 07:56,resolved,chat,C102132,VR888215,VA-EB-PL2,Returns & Refunds,Low,Returns Desk,A3038,,,,,N,"still waiting for my refund, please call me on my registered number","1. Refund not credited
2. Checked refund status on PG
3. ARN shared with cx (SOP 2.7) [closed]",legacy_fd
TK-244574,2025-08-28 13:06,2025-08-28 14:03,2025-08-28 08:50,resolved,social,C102085,,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3030,,,,,N,"Hi, This is regarding the Nexa 2. Want to cancel my order. I wat my money back. Awaiting response","1. Cancellation request
2. Cancelled before dispatch
3. Already shipped, adv RTO/return (SOP 2.7) ~Imran",legacy_fd
TK-244575,2025-08-28 13:14,2025-08-28 16:58,2025-08-28 11:47,resolved,email,C107374,VR901091,VA-SW-NX2,App & Firmware,Low,Email Frontline,A3018,,3,,,N,"hello
firmware update is stuck at 67%",cx says fw update stuck. asked cx to keep in case 30 min. recovery successful. cx satisfied on chat.,legacy_fd
TK-244576,2025-08-28 13:57,2025-08-28 13:59,2025-08-28 08:44,resolved,chat,C100623,VR883956,VA-EB-PL1,Billing & Payments,High,Billing,A3033,,2,,,N,my company accounts team is asking for the tax bill. vr883956,issue: gst invoice request | updated gstin on order -> invoice emailed //HAR,legacy_fd
TK-244577,2025-08-28 14:42,2025-08-28 14:46,,pending,chat,C100313,VR881364,VA-SW-NX2,Billing & Payments,Normal,Billing,A3035,,,6174,RETURN-QC-OK,N,very poor quality. ordered nexa 2 in august. where is the money for the return. i already emailed twice. refund. now,Contact re refund delay. Checked reverse pickup QC status. Refund of Rs 6174 initiatted to source. Cx informed.,legacy_fd
TK-244578,2025-08-28 14:59,2025-08-28 15:00,2025-08-28 09:42,resolved,chat,C103953,,VA-SW-NX2,Other,Normal,Chat Frontline,A3013,,,,,N,Honestly regretting this purchase. Bought my Nexa 2 watch around 16 Aug from Amazon. entered wrong pincode. I already tried editing in app. Fix this or I am posting on twitter.,"Already dispatched, adv to redirect w/ crr. Issue: wrong pincode. Checked dispatch status.",legacy_fd
TK-244580,2025-08-28 15:51,2025-08-28 17:43,2025-08-28 12:33,resolved,email,C100313,VR881364,VA-SW-NX2,Billing & Payments,High,Billing,A3035,,,6174,DUP-PAYMENT,N,"upi shows success, your app shows nothing","Ticket raised for failed order after payment. Asked for UTR. Refund approved, Rs 6174, 5-7 working days. Closing. (SOP 4.2)",legacy_fd
TK-244582,2025-08-28 16:14,2025-08-28 16:25,2025-09-02 11:35,resolved,chat,C106179,VR890851,VA-EB-AIR,Billing & Payments,High,Billing,A3029,,,,,N,"Hi there, Order VR890851 (AirLite).  6 days since payment, you have no idea where it is and neither do I. I called the courier. Need this sorted this week. Thank you",issue: order not delivered | checked awb with courier -> re-shipped from warehouse | xfer logistics,legacy_fd
TK-244583,2025-08-28 17:37,2025-08-28 17:49,2025-08-28 12:49,resolved,chat,C107188,VR890451,VA-SP-MINI,Connectivity,Normal,Chat Frontline,A3013,,,,,N,"product: orbit mini
order: vr890451
purchased: 13 aug
issue: not pairing with my phone
tried: tried on another phone
expected: fix","1. Unable to pair w/ phone
2. Asked cx to reset the device
3. Reset done, paired ok //SNE",legacy_fd
TK-244584,2025-08-28 19:08,2025-08-28 19:08,2025-08-30 14:02,resolved,chat,C100795,VR888973,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3030,,3,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of pulse 2 buds (VR888973) placed on August 17. Package not delivered even after 16 days. I have checked with neighbours. I request you to process a refund to my original payment method.

Regards,
Isha Sethi","Ticket raised for order not delivered. Raised ticket w/ courier partner. Courier conf dlvry for 29 Aug, cx informed. Cx informed. ~Imran",legacy_fd
TK-244585,2025-08-28 19:31,2025-08-28 20:34,2025-08-28 15:18,resolved,social,C107692,VR906911,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3036,,,225,RETURN-QC-OK,N,"Dear Sir/Madam,

I am writing with reference to my order of my Pulse (VR906911) placed on 24 Aug. Still waiting for my refund. I have emailed twice. I request you to process a refund to my original payment method.

Regards,
Thomas D'Souza",cx: refund pending | checked reverse pickup qc status -> refund of rs 225 initiated to source ~Pranav,legacy_fd
TK-244587,2025-08-28 19:40,2025-08-28 19:41,2025-08-31 14:35,resolved,chat,C106226,VR890696,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,,,2974,RETURN-QC-OK,N,Not what I expected from Vireo. This is regarding pulse 2 buds. refund not received yet. I already checked bank. Refund. Now.,"1. Refund pending
2. Checked refund status on PG
3. Refunded Rs 2974 ~Pranav",legacy_fd
TK-244588,2025-08-28 20:29,2025-08-28 21:59,2025-09-02 15:40,resolved,chat,C109232,VR908345,VA-SP-MINI,Billing & Payments,High,Billing,A3031,,,,,N,"very poor quality.  this is regarding the mini speaker. paid, confirmed, then nothing. 5 days and counting. i already checked the tracking page daily. fix this or i am posting on twitter.","Bot tagged as billing, actually shipment issue. Moed to Logistics. Cx reported shipment not received. Raised ticket with crr partner. Transferred to Logistics. Refund initiated as lost in transit. (SOP 2.7) [closed]",legacy_fd
TK-244589,2025-08-28 20:36,2025-08-28 20:48,2025-08-28 15:57,resolved,chat,C106999,,VA-AC-CASE,Billing & Payments,High,Billing,A3035,,,552,DUP-PAYMENT,N,"hey
paid via upi, amount deducted, no order confirmation
the charging case i ordered
hello??",refuded Rs 552,legacy_fd
TK-244590,2025-08-28 20:39,2025-08-29 02:29,2025-08-28 21:18,resolved,email,C102074,VR901272,VA-EB-PL2,Product Enquiry,Normal,Email Frontline,A3003,,,,,N,"dear sir/madam,

i am writing with refernce to my order of pulse 2 placed on august 24. can i connect two pulse 2 together. i reqeust you to provide a resolution within 3 working days.

yours faithfully,
vivaan snigh",sorted,legacy_fd
TK-244591,2025-08-28 20:43,2025-08-28 20:47,2025-08-28 15:34,resolved,chat,C102647,,VA-SP-MINI,App & Firmware,Normal,Chat Frontline,A3010,,3,,,N,"Dera team,
Got orbit mini from vireo.in lats month. It's showing a spinning circle for hours.
I restarted the app.
I wannt my money back.
Thank you,",Cx says FW update stuck. Checked FW 2.7.3 rollout. Update completed after retry.,legacy_fd
TK-244592,2025-08-28 20:46,2025-08-28 21:10,2025-09-05 16:10,resolved,voice,C105497,,VA-EB-AIR,Other,Normal,Voice Frontline,A3023,,2,,,N,"I sent teh unit in 19 days ago and hvae heard nothing
can someone fix this?","Repair completed, shipped back. Issue: RMA status query. Followed up with service centre. //ZOY",legacy_fd
TK-244593,2025-08-28 20:49,2025-08-28 20:51,2025-08-28 15:47,resolved,chat,C104401,VR895483,VA-SW-NX1,App & Firmware,Normal,Chat Frontline,A3011,,,,,N,"Namaste, This is regarding the nexa smartwatch. Since the last update the app just shows a white screen. I cleared cache. Nothing changed. Need this sorted this week. Thanks Vikram Bhatt","issue: app crashing | known issue on android 15 - bug logged -> advised beta build, resolved -SM",legacy_fd
TK-244595,2025-08-28 20:53,2025-08-28 20:58,,open,chat,C103087,,VA-EB-PL1,Audio Quality,Normal,Chat Frontline,A3013,,,,,N,"hello, i bought my pulse on 06 jun.  left side has no audio at all. i tried different phone. nothing changed. waiting for your reply.",Reset rslvd. Issue: left side silent. chk balance settings w/ cx. //SNE,legacy_fd
TK-244596,2025-08-28 21:31,2025-08-28 22:59,2025-08-28 17:36,resolved,social,C100984,,VA-EB-PL2,Other,Normal,Chat Frontline,A3019,,,,,N,"team,
does pulse 2 work with iphone
please jaldi
pulse 2
pls reply",cx satisfied. issue: pre-sales query. shared compatibility info. via email frontline.,legacy_fd
TK-244597,2025-08-28 23:06,2025-08-29 00:52,2025-08-31 19:36,resolved,email,C102378,VR889701,VA-SP-MINI,Delivery & Shipping,High,Logistics,A3028,,4,,,N,"THE COURIER MARKED IT DELIVERED BUT NOBODY IN MY HOUSE GOT ANYTHING
VR889701","ticket raised for dlvry delayed. chk awb w/ crr. crr conf dlvry for 02 sep, cx informed.",legacy_fd
TK-244599,2025-08-29 01:34,2025-08-29 01:39,2025-08-28 20:17,resolved,chat,C106492,VR908235,VA-EB-PL2,Billing & Payments,Normal,Billing,A3032,,4,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of Pulse 2 (VR908235) placed on 02-08-2025. Invoice not downloading. I have checked orders page. I request you to provide a resolution within 3 working days.

Yours faithfully,
Sameer Jadhav",re: gst invoice request | updated gstin on order -> gst invoie regenerated and shared [closed],legacy_fd
TK-244601,2025-08-29 05:34,2025-08-29 15:06,2025-08-29 10:00,resolved,email,C103583,VR883608,VA-HP-ST3,Other,Normal,Email Frontline,A3018,,,,,N,"product: the strata 3
order: vr883608
purchased: 22 aug
issue: payment went through but i got no order id
tried: tried logging out & in
expected: refund",as discussed,legacy_fd
TK-244602,2025-08-29 06:04,2025-08-29 07:30,2025-09-03 02:20,resolved,email,C100802,VR897007,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3019,,3,,,N,"Dear Sir/Madam,

I am writing with reference to my order of Pulse 2 (VR897007) palced on 23/08. It has been 4 days and I have notihng in hand. I have called the courier. I request you to kindly arrange a replacement.

Yours faithfully,
Aarav Agarwal","courier conf delivery for 02 sep, cx informed. issue: shipment not received. raised ticket with courier partner. via email frontline.",legacy_fd
TK-244604,2025-08-29 06:35,2025-08-29 07:53,2025-09-03 03:31,closed,email,C102145,,VA-EB-PL2,Audio Quality,Normal,Email Frontline,A3043,,,,,N,mic not working on calls,"Contact re mic not working on calls. Checked mic permissions on phone. xfer to Escalations & Warranty. Permissions fixed, resolved. ~Meera",legacy_fd
TK-244605,2025-08-29 07:18,2025-08-29 07:21,2025-08-29 02:24,resolved,chat,C100956,VR883931,VA-EB-AIR,Connectivity,Normal,Chat Frontline,A3004,,2,,,N,"namaste, got airlite from vireo.in a month ago. cannot pair airlite with my laptop. kindly look into it. regards, ananya varghese","cx sasy unable to pair w/ phone. chk phone os version. advised fw update via app, rslvd. (sop 3.1)",legacy_fd
TK-244607,2025-08-29 07:35,2025-08-29 07:40,2025-08-31 02:26,resolved,chat,C109301,,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3038,,,4498,RETURN-QC-OK,N,"team,
refund was promised 4 days ago and nothing
please help karo
pls reply","re: refund pending | chk reverse pickup qc status -> refund approved, rs 4498, 5-7 working days (SOP 5.4) [closed]",legacy_fd
TK-244608,2025-08-29 09:31,2025-08-29 10:27,2025-09-01 05:15,resolved,social,C104523,,VA-EB-PL2,Other,Normal,Chat Frontline,A3008,,3,,,N,"Dear team, Got Pulse 2 from vireo.in around Diwali. Paid on 27/08, still waiting for something to show up. I checked the tracking page daily. How do I get this fixed? Regards, Kabir Mlhotra","1. Order not delivered
2. Checked AWB with courier
3. Refund initiated as lost in transit ~Ramesh",legacy_fd
TK-244609,2025-08-29 09:33,2025-08-29 11:15,2025-08-30 06:19,resolved,voice,C102355,VR880558,VA-HP-ST2,Delivery & Shipping,Low,Logistics,A3028,,,,,Y,WRONG PRODUCT DELIVERED,cust contacted re incorrect product shipped. verified ord vs delivered item photos. rplc unit dispatched.,legacy_fd
TK-244610,2025-08-29 09:37,2025-08-29 09:52,2025-09-01 04:38,resolved,chat,C102631,VR880862,VA-HP-ST3,Returns & Refunds,Normal,Returns Desk,A3037,,2,,,N,"dear sir/madam,

i am writing with reference to my order of strata 3 (vr880862) placed on 08-08-2025. you picked up the item 20 days ago and my money hasn't come back. i have checked bank. i request you to process a refund to my original payment method.

regards,
rajat chauhan",re: refund delay | chk refund staus on pg -> reefund reprocessed,legacy_fd
TK-244612,2025-08-29 10:05,2025-08-29 10:17,2025-08-29 05:19,closed,chat,C108043,,VA-SW-NX1,Charging & Battery,Normal,Chat Frontline,A3006,,,,,N,This is very disappointing. Bought the nexa smartwatch around 24-05-2025 from vireo.in. battery draining even when not in use. I already turned off always-on display. Escalate this to someone senior.,"issue: poor battery backup | checked usage pattern with cx -> fw update pushed, advised to monitor [closed]",legacy_fd
TK-244613,2025-08-29 10:06,2025-08-29 10:13,2025-09-01 05:11,resolved,chat,C106999,,VA-AC-CASE,Returns & Refunds,High,Returns Desk,A3038,,,,,Y,"hey
received the wrong item
spare case
kindly do the needful","1. Incorrect product shipped
2. Verified order vs delivered item photos
3. Reverse pkp + correct item shipped",legacy_fd
TK-244615,2025-08-29 10:07,2025-08-29 10:09,2025-08-29 05:11,resolved,chat,C109001,,VA-EB-PL2,Other,Normal,Chat Frontline,A3004,,,472,DOA-REPL,N,"Hi there,
Ordered Pulse2 a month ago. Dies by lunchtime with light use.
I turned off always-on display.
I am losing patience.
Please advise.
Rgds,",issue: battery draining fast | chk usage pattern w/ cx -> rfnd of rs 472 initiated to source (sop 5.4),legacy_fd
TK-244617,2025-08-29 10:46,2025-08-29 11:34,2025-08-29 06:19,resolved,voice,C109048,VR883970,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3031,,3,1750,CANCEL,N,"[IVR transcript] change of mind, please stop the shipment, VR883970",Full refund processed (1750). Issue: order cancellation. Checked shipment status. [closed],legacy_fd
TK-244618,2025-08-29 10:47,2025-08-29 10:52,2025-08-31 05:50,resolved,chat,C104928,,VA-EB-PL2,Other,Normal,Chat Frontline,A3006,,,,,N,"hi sir
package not delivered even after 6 days
please help karo
my pulse 2",cx: shipmennt not received | checked awb w/ crr -> refund initiated as lost in transit [closed],legacy_fd
TK-244620,2025-08-29 10:47,2025-08-29 12:23,2025-08-29 07:07,resolved,email,C107594,VR899622,VA-EB-PL2,Other,Low,Email Frontline,A3022,,,,,N,"Product: Pulse 2
Order: VR899622
Purchased: August 17
Issue: typo in the flat number, courier will never find it
Tried: tried editing in app
Expected: fix",issue: wrong pincode | checked dispatch status -> address updated,legacy_fd
TK-244621,2025-08-29 11:11,2025-08-29 20:23,2025-08-29 15:16,resolved,email,C108069,VR885630,VA-SW-NX1,Billing & Payments,High,Billing,A3035,,,4999,DUP-PAYMENT,N,"paid via UPI, amount deducted, no order confirmation
waiting for your rply","Contact re failed order aftr payment. Asked for UTR. Refund approved, Rs 4999, 5-7 workiing days. Cx satisfied on chat.",legacy_fd
TK-244623,2025-08-29 11:19,2025-08-29 18:01,2025-08-29 12:58,resolved,email,C105987,VR906362,VA-AC-CBL,Returns & Refunds,Low,Returns Desk,A3036,,,190,RETURN-QC-OK,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of braided cable (VR906362) placed on August 03. Pickup scheduled but no one showed up. I have rescheduled pickup twice. I request you to look into this matter at the earliest.

Yours faithfully,
Lobsang Patel",pickup missed | re-raised pickup with courier -> refund of rs 190 initiated to source ~Pranav,legacy_fd
TK-244625,2025-08-29 11:23,2025-08-29 11:44,2025-08-31 06:40,resolved,voice,C104967,VR903151,VA-EB-PL2,Delivery & Shipping,High,Logistics,A3028,,3,,,Y,[IVR transcript] hello there's a dent on the case straight out of the box pulse2 help,"cx stattes transit damage. pohtos rcvd, damage conf. rplc unit dispatched.",legacy_fd
TK-244626,2025-08-29 12:14,2025-08-29 14:03,2025-08-29 08:50,resolved,social,C101361,,VA-AC-CH65,Other,Normal,Chat Frontline,A3013,,4,,,N,"hii
cancel order 
hello??","Cancelled, refund initiated. Issue: order cancellation. Cancelled before dispatch.",legacy_fd
TK-244628,2025-08-29 13:28,2025-08-29 13:31,2025-09-06 14:56,resolved,chat,C106984,VR890342,VA-EB-AIR,Warranty & Repair,Normal,Escalations & Warranty,A3040,,,,,N,"PRODUCT: THE AIRLITE BUDS
ORDER: VR890342
PURCHASED: 15/07
ISSUE: I SENT THE UNIT IN 6 DAYS AGO AND HAVE HEARD NOTHING
TRIED: CALLED SERVICE CENTRE
EXPECTED: REFUND","1. Warranty claim status
2. Followed up with service centre
3. Cx updated, ETA shared ~Geeta",legacy_fd
TK-244629,2025-08-29 13:36,2025-08-29 16:32,2025-08-29 11:21,resolved,email,C105317,,VA-SW-NX1,Charging & Battery,Normal,Email Frontline,A3018,,,,,N,"battery drains v fast, barely lasts 2 hours
i want my money back",cx says poor battery backup. advised disabling anc/aod to test. rplc raised after test. case closed w/ cx consent.,legacy_fd
TK-244631,2025-08-29 13:46,2025-08-29 14:26,2025-08-29 09:44,resolved,social,C108074,,VA-EB-PL2,Charging & Battery,High,Chat Frontline,A3013,,,,,N,"hi
right side works perfectly, left one just does not wake up
the pulse 2 earbuds","adv pin cleaning, cx conf ok. Issue: L bud no charge in case. Asked cx to clean charging pins. //SNE",legacy_fd
TK-244633,2025-08-29 13:52,2025-08-29 13:55,2025-08-29 09:04,resolved,chat,C108301,VR901076,VA-EB-AIR,Other,Normal,Chat Frontline,A3009,,3,,,N,my phone just doesn't see it in the list anymore,"cx: device not discoverable | checked phone os version -> reset done, paired ok",legacy_fd
TK-244634,2025-08-29 14:01,2025-08-29 14:02,2025-08-29 08:39,resolved,chat,C108038,VR896492,VA-NB-ARC,Product Enquiry,Low,Chat Frontline,A3010,,,,,N,"bhai
will this survive a shower
10 days ago se
anyone there",Cust contacted re product enquiry. Shared spec sheet. Query answered.,legacy_fd
